tweet,lemmatized_tweet,label
واضح ان الهلال قليل عقل للآخر,"['واضح', 'ان', 'الهلال', 'قليل', 'عقل', 'للآخر']",hate
باللهي مو لاعب يبيه نادي اخر طلعتوا هاشتاق نبيه لنصر وتدفعون ملايين وتاخذونه وهاشتقات وتشوفونها بطوله سرقه الصفقات اللحين فوضى اللحين عرفتوا المساله فكر واحتياج بموب تجميع وسرقات,"['باللهي', 'مو', 'لاعب', 'يبيه', 'نادي', 'اخر', 'طلعتوا', 'هاشتاق', 'نبيه', 'لنصر', 'وتدفعون', 'ملايين', 'وتاخذونه', 'وهاشتقات', 'وتشوفونها', 'بطوله', 'سرقه', 'الصفقات', 'اللحين', 'فوضى', 'اللحين', 'عرفتوا', 'المساله', 'فكر', 'واحتياج', 'بموب', 'تجميع', 'وسرقات']",hate
وضعك وضع جمهور ناديك الصغير القرعه يضحك ممتع صياحك,"['وضعك', 'وضع', 'جمهور', 'ناديك', 'الصغير', 'القرعه', 'يضحك', 'ممتع', 'صياحك']",hate
صفر بطوله ناديه ويسمونه الرايس الذهبي وفهد بن نافل حق اسيويتين بثلاث نسخ وجاب الدوري مرات علي التوالي والهلالين مو راضين عنه فرق الطموح الفقراوي والعالمي,"['صفر', 'بطوله', 'ناديه', 'ويسمونه', 'الرايس', 'الذهبي', 'وفهد', 'بن', 'نافل', 'حق', 'اسيويتين', 'بثلاث', 'نسخ', 'وجاب', 'الدوري', 'مرات', 'علي', 'التوالي', 'والهلالين', 'مو', 'راضين', 'عنه', 'فرق', 'الطموح', 'الفقراوي', 'والعالمي']",not
نتاج قروبات الفطار يعي المشجع النصرواي ارحليامسلي الهلالالنصر,"['نتاج', 'قروبات', 'الفطار', 'يعي', 'المشجع', 'النصرواي', 'ارحليامسلي', 'الهلالالنصر']",not
كنت اطقطق بجوالي مانتبهت انه جا هدف الا الاعاده والله,"['كنت', 'اطقطق', 'بجوالي', 'مانتبهت', 'انه', 'جا', 'هدف', 'الا', 'الاعاده', 'والله']",hate
الاستاذ مسلي ال معمر مناقشه غرفه الفار الاخطا ضد نادي النصر سوا بالحكم المحلي او الاجنبي بمساعده منافسي النصر الدوري وخاصه الاتحاد والهلال اذا تحرك وتسرد الحالات تنتظر بطوله الموسم كسابقيه,"['الاستاذ', 'مسلي', 'ال', 'معمر', 'مناقشه', 'غرفه', 'الفار', 'الاخطا', 'ضد', 'نادي', 'النصر', 'سوا', 'بالحكم', 'المحلي', 'او', 'الاجنبي', 'بمساعده', 'منافسي', 'النصر', 'الدوري', 'وخاصه', 'الاتحاد', 'والهلال', 'اذا', 'تحرك', 'وتسرد', 'الحالات', 'تنتظر', 'بطوله', 'الموسم', 'كسابقيه']",not
احدث شرخا العلاقه التاريخيه كانت تربط الاصفرين معا المستفيد التوتر القام حاليا جماهير النادين ابحث,"['احدث', 'شرخا', 'العلاقه', 'التاريخيه', 'كانت', 'تربط', 'الاصفرين', 'معا', 'المستفيد', 'التوتر', 'القام', 'حاليا', 'جماهير', 'النادين', 'ابحث']",not
صحيح النادي سيا والمستوي زفت وماجد فشل وموسي فشل الي يصدق الكلام حمار نمره واستماره,"['صحيح', 'النادي', 'سيا', 'والمستوي', 'زفت', 'وماجد', 'فشل', 'وموسي', 'فشل', 'الي', 'يصدق', 'الكلام', 'حمار', 'نمره', 'واستماره']",hate
مباراه كلاسيكو مهمه الدوري جاب العيد تنفيذ البلنتي,"['مباراه', 'كلاسيكو', 'مهمه', 'الدوري', 'جاب', 'العيد', 'تنفيذ', 'البلنتي']",hate
تم ترقيه البكيري اعلامي نزيه الي مطبل نهنا الاستاذ محمد البكيري علي الترقيه وعقبال الترقيه الجايه الي مقدم برنامج رياضي الدوري البكيري,"['تم', 'ترقيه', 'البكيري', 'اعلامي', 'نزيه', 'الي', 'مطبل', 'نهنا', 'الاستاذ', 'محمد', 'البكيري', 'علي', 'الترقيه', 'وعقبال', 'الترقيه', 'الجايه', 'الي', 'مقدم', 'برنامج', 'رياضي', 'الدوري', 'البكيري']",not
الله يشفيك رب الي جاي مدرعم مايدري وش الموضوع ابي اطقطق واقول حشرت طاقيه وانت تكتب وترد شف خشتك بالجوال اذا انت مقتنع بردك الخلا يالله اطفال مانبي تعلم المرجله الي ردو بيب بيب اشغلتنا هلال نصر,"['الله', 'يشفيك', 'رب', 'الي', 'جاي', 'مدرعم', 'مايدري', 'وش', 'الموضوع', 'ابي', 'اطقطق', 'واقول', 'حشرت', 'طاقيه', 'وانت', 'تكتب', 'وترد', 'شف', 'خشتك', 'بالجوال', 'اذا', 'انت', 'مقتنع', 'بردك', 'الخلا', 'يالله', 'اطفال', 'مانبي', 'تعلم', 'المرجله', 'الي', 'ردو', 'بيب', 'بيب', 'اشغلتنا', 'هلال', 'نصر']",hate
فعلا مضغوطين نادي النصر بكاهم تاليسكا وزاد الانين كريستيانو الرايس مسلي آل معمر شكرا علي اجابتك تاليسكا زادت ضغطهم ضغطا,"['فعلا', 'مضغوطين', 'نادي', 'النصر', 'بكاهم', 'تاليسكا', 'وزاد', 'الانين', 'كريستيانو', 'الرايس', 'مسلي', 'آل', 'معمر', 'شكرا', 'علي', 'اجابتك', 'تاليسكا', 'زادت', 'ضغطهم', 'ضغطا']",not
اللاعبين خدمي يضحكون جمهورهم باللعب,"['اللاعبين', 'خدمي', 'يضحكون', 'جمهورهم', 'باللعب']",hate
اكيد اعتذارك لمطنوخ مسلي ال معمر ونادي النصر وبدق الخشوم محتاج لراحه نفسيه,"['اكيد', 'اعتذارك', 'لمطنوخ', 'مسلي', 'ال', 'معمر', 'ونادي', 'النصر', 'وبدق', 'الخشوم', 'محتاج', 'لراحه', 'نفسيه']",not
ومين الى جاب فينا العيد نصف نهايي دوري ابطال اوروبا ضد ليفربول,"['ومين', 'الى', 'جاب', 'فينا', 'العيد', 'نصف', 'نهايي', 'دوري', 'ابطال', 'اوروبا', 'ضد', 'ليفربول']",hate
رايس نادي النصر السعودي مسلي آل معمر بشري ساره لجماهير النادي,"['رايس', 'نادي', 'النصر', 'السعودي', 'مسلي', 'آل', 'معمر', 'بشري', 'ساره', 'لجماهير', 'النادي']",not
اوهام قلك ههههههههههههههههه بالله مسكين قاعد اشرشخ لاعبك وللحين تسولف ورونالدو يدور نادي وعانه راجع لليونايتد انت ولاعبك كلب المال,"['اوهام', 'قلك', 'ههههههههههههههههه', 'بالله', 'مسكين', 'قاعد', 'اشرشخ', 'لاعبك', 'وللحين', 'تسولف', 'ورونالدو', 'يدور', 'نادي', 'وعانه', 'راجع', 'لليونايتد', 'انت', 'ولاعبك', 'كلب', 'المال']",hate
مشجع نصراوي يثني ويشكر مسلي آل معمر رايس نادي النصر السعودي علي ماقام اتجاه النادي,"['مشجع', 'نصراوي', 'يثني', 'ويشكر', 'مسلي', 'آل', 'معمر', 'رايس', 'نادي', 'النصر', 'السعودي', 'علي', 'ماقام', 'اتجاه', 'النادي']",not
فريق الفتح مقرف يستاهل,"['فريق', 'الفتح', 'مقرف', 'يستاهل']",hate
واضح ان الشباب فاشل للآخر,"['واضح', 'ان', 'الشباب', 'فاشل', 'للآخر']",hate
نتمني ان يظهر الاستاذ رايس نادي معلقا ومطالبا الاستاذ ان يظهر الوثيقه ذكرها او ينفيها اقل شي صمت الاداره علي تغريده البكيري امر عجيب,"['نتمني', 'ان', 'يظهر', 'الاستاذ', 'رايس', 'نادي', 'معلقا', 'ومطالبا', 'الاستاذ', 'ان', 'يظهر', 'الوثيقه', 'ذكرها', 'او', 'ينفيها', 'اقل', 'شي', 'صمت', 'الاداره', 'علي', 'تغريده', 'البكيري', 'امر', 'عجيب']",not
يكون الصفحه الادمن بتاعها حمار هابط فاشل ياللي بتسمع افريقيا الاخبار انت بتتكلم بطل القاره بالارقام مش فريق فاشل سنه بيحاول يقعد الدوري,"['يكون', 'الصفحه', 'الادمن', 'بتاعها', 'حمار', 'هابط', 'فاشل', 'ياللي', 'بتسمع', 'افريقيا', 'الاخبار', 'انت', 'بتتكلم', 'بطل', 'القاره', 'بالارقام', 'مش', 'فريق', 'فاشل', 'سنه', 'بيحاول', 'يقعد', 'الدوري']",hate
وجود الفتح بلا كرامة يجيب العار,"['وجود', 'الفتح', 'بلا', 'كرامة', 'يجيب', 'العار']",hate
قلت حرفيا حتي اخوانك الخليجين تناديهم بالهنود اما البربر فتنظر نظره استحقار والآن تنكرين كذابه اغربي وجهي ايتها البلها وان رايتك حسابي فلن اكتفي بشد ضفيرتك ولكم انفك ساصفعك سبعا والثامنه بالحذا,"['قلت', 'حرفيا', 'حتي', 'اخوانك', 'الخليجين', 'تناديهم', 'بالهنود', 'اما', 'البربر', 'فتنظر', 'نظره', 'استحقار', 'والآن', 'تنكرين', 'كذابه', 'اغربي', 'وجهي', 'ايتها', 'البلها', 'وان', 'رايتك', 'حسابي', 'فلن', 'اكتفي', 'بشد', 'ضفيرتك', 'ولكم', 'انفك', 'ساصفعك', 'سبعا', 'والثامنه', 'بالحذا']",not
كملت اغبي مباراه شفتها فريق كامل رايح وكملت باصابه اله لايوفقك ياغبي مدرب انت تفهم كوره مثلنا وتعرف تناقش والا معصب زعلان اكثر ريس تقدر تناقش والا لاتشوفه عيني تبي دوري وانت متعادل,"['كملت', 'اغبي', 'مباراه', 'شفتها', 'فريق', 'كامل', 'رايح', 'وكملت', 'باصابه', 'اله', 'لايوفقك', 'ياغبي', 'مدرب', 'انت', 'تفهم', 'كوره', 'مثلنا', 'وتعرف', 'تناقش', 'والا', 'معصب', 'زعلان', 'اكثر', 'ريس', 'تقدر', 'تناقش', 'والا', 'لاتشوفه', 'عيني', 'تبي', 'دوري', 'وانت', 'متعادل']",not
جاب العيد هدف الاهلي,"['جاب', 'العيد', 'هدف', 'الاهلي']",hate
اللاعبين طحلبي يضحكون جمهورهم باللعب المباراة ضمك انتهت بنتيجة,"['اللاعبين', 'طحلبي', 'يضحكون', 'جمهورهم', 'باللعب', 'المباراة', 'ضمك', 'انتهت', 'بنتيجة']",hate
اللاعبين خدمي يضحكون جمهورهم باللعب المباراة الوحدة انتهت بنتيجة,"['اللاعبين', 'خدمي', 'يضحكون', 'جمهورهم', 'باللعب', 'المباراة', 'الوحدة', 'انتهت', 'بنتيجة']",hate
لاتنسي المريسيل مالبس التشيرت عبث اخرجكم الملعب لحاله وطير الدوري عليكم الي كنتم متصدرين بفارق نقطه وانتزع الدوري منكم بفضل اله تم عبدالعزيز المريسل,"['لاتنسي', 'المريسيل', 'مالبس', 'التشيرت', 'عبث', 'اخرجكم', 'الملعب', 'لحاله', 'وطير', 'الدوري', 'عليكم', 'الي', 'كنتم', 'متصدرين', 'بفارق', 'نقطه', 'وانتزع', 'الدوري', 'منكم', 'بفضل', 'اله', 'تم', 'عبدالعزيز', 'المريسل']",not
الجمهور حقـير وخرب شي,"['الجمهور', 'حقـير', 'وخرب', 'شي']",hate
انحشرت يابابا الرد وصرت تقول ببغاء الاهلاوي اذا حشرته زاويه رياضيه قلبها ضدك اما شخصنه او عنصريه او قله ادب ليه يسوي قدامك لضعف حجحه وقله حيلته امامك يارجل انت مو اعلامك وجماهير ناديك استعمرت ناديك بكبره استعمر واصبح فرع للنصر جده يتبع,"['انحشرت', 'يابابا', 'الرد', 'وصرت', 'تقول', 'ببغاء', 'الاهلاوي', 'اذا', 'حشرته', 'زاويه', 'رياضيه', 'قلبها', 'ضدك', 'اما', 'شخصنه', 'او', 'عنصريه', 'او', 'قله', 'ادب', 'ليه', 'يسوي', 'قدامك', 'لضعف', 'حجحه', 'وقله', 'حيلته', 'امامك', 'يارجل', 'انت', 'مو', 'اعلامك', 'وجماهير', 'ناديك', 'استعمرت', 'ناديك', 'بكبره', 'استعمر', 'واصبح', 'فرع', 'للنصر', 'جده', 'يتبع']",hate
تصرفات طحلبي مريبة تليق بجمهور الرياضة المباراة الرايد انتهت بنتيجة,"['تصرفات', 'طحلبي', 'مريبة', 'تليق', 'بجمهور', 'الرياضة', 'المباراة', 'الرايد', 'انتهت', 'بنتيجة']",hate
محمد الخريجي رايس شركه الوسال الملعب اليوم حصريا لنادي وتربطنا علاقه جيده الانديه الاخري ولم يصلنا اي موضوع بخصوص لعب علي الملعب,"['محمد', 'الخريجي', 'رايس', 'شركه', 'الوسال', 'الملعب', 'اليوم', 'حصريا', 'لنادي', 'وتربطنا', 'علاقه', 'جيده', 'الانديه', 'الاخري', 'ولم', 'يصلنا', 'اي', 'موضوع', 'بخصوص', 'لعب', 'علي', 'الملعب']",not
انت امس تمجد قطر اخوان شريفه خل العالمي حاله الدوري باقي طويل,"['انت', 'امس', 'تمجد', 'قطر', 'اخوان', 'شريفه', 'خل', 'العالمي', 'حاله', 'الدوري', 'باقي', 'طويل']",hate
والله انك خسيت وعقبت يالرخمة ماجد عبدالله الاسطورة كامل نضجه وابداعه التصفيات الاولية وهدفه الاسطوري ضد الكويت وقايد كتيبة الهريفي نجم اسطوري عام وكان بقمة نضجه تجمع رخومك لعيبة الهلال يسوون جزمته جزمه اما حمدالله فهي المجاملة الحقيقة فقط,"['والله', 'انك', 'خسيت', 'وعقبت', 'يالرخمة', 'ماجد', 'عبدالله', 'الاسطورة', 'كامل', 'نضجه', 'وابداعه', 'التصفيات', 'الاولية', 'وهدفه', 'الاسطوري', 'ضد', 'الكويت', 'وقايد', 'كتيبة', 'الهريفي', 'نجم', 'اسطوري', 'عام', 'وكان', 'بقمة', 'نضجه', 'تجمع', 'رخومك', 'لعيبة', 'الهلال', 'يسوون', 'جزمته', 'جزمه', 'اما', 'حمدالله', 'فهي', 'المجاملة', 'الحقيقة', 'فقط']",hate
سوالك وجه لرايس ناديك مسلي ال معمر لماذا يعلن اسما الشركات استقطبت الدون واذا عرف السب بطل العجب,"['سوالك', 'وجه', 'لرايس', 'ناديك', 'مسلي', 'ال', 'معمر', 'لماذا', 'يعلن', 'اسما', 'الشركات', 'استقطبت', 'الدون', 'واذا', 'عرف', 'السب', 'بطل', 'العجب']",not
فريق الجمهور مزعج يستاهل,"['فريق', 'الجمهور', 'مزعج', 'يستاهل']",hate
هه الهدف مدافع لايبزغ جاب رسميا العيد,"['هه', 'الهدف', 'مدافع', 'لايبزغ', 'جاب', 'رسميا', 'العيد']",hate
كالعادة طاقيه عندهم ذوق الكرة موسم الاخطاء المباراة الفتح انتهت بنتيجة,"['كالعادة', 'طاقيه', 'عندهم', 'ذوق', 'الكرة', 'موسم', 'الاخطاء', 'المباراة', 'الفتح', 'انتهت', 'بنتيجة']",hate
ندعوكم بكل ترحاب لزياره مهرجان الملك عبدالعزيز لصقور ضمن فعاليات نادي الصقور السعودي تراث باق لارث يتجد,"['ندعوكم', 'بكل', 'ترحاب', 'لزياره', 'مهرجان', 'الملك', 'عبدالعزيز', 'لصقور', 'ضمن', 'فعاليات', 'نادي', 'الصقور', 'السعودي', 'تراث', 'باق', 'لارث', 'يتجد']",not
وضع الاعلامي النزيه القواطي الفقراويه,"['وضع', 'الاعلامي', 'النزيه', 'القواطي', 'الفقراويه']",not
انت رايس اعظم نادي لاترد علي صغار العقول وامعات الاعلام يتغنون بالبطولات التذكاريه النصر عانق المجد بحصوله علي بطوله الدوري الاستثناي علي كاس عراب المجد ولي العهد حفظه اله,"['انت', 'رايس', 'اعظم', 'نادي', 'لاترد', 'علي', 'صغار', 'العقول', 'وامعات', 'الاعلام', 'يتغنون', 'بالبطولات', 'التذكاريه', 'النصر', 'عانق', 'المجد', 'بحصوله', 'علي', 'بطوله', 'الدوري', 'الاستثناي', 'علي', 'كاس', 'عراب', 'المجد', 'ولي', 'العهد', 'حفظه', 'اله']",not
نضم المعلم لقايمة المهرجين المهرج الاول عبدالرحمن بن سعود عام هـ يقول دوري المهرج الثاني فيصل بن تركي عام يقول دوري المهرج الثالث والجديد المعلم عام يقول تخسون ماعندكم دوري عموما للعلم ترى المعلم مبري ذمته انت كلبوسيع ذمه,"['نضم', 'المعلم', 'لقايمة', 'المهرجين', 'المهرج', 'الاول', 'عبدالرحمن', 'بن', 'سعود', 'عام', 'هـ', 'يقول', 'دوري', 'المهرج', 'الثاني', 'فيصل', 'بن', 'تركي', 'عام', 'يقول', 'دوري', 'المهرج', 'الثالث', 'والجديد', 'المعلم', 'عام', 'يقول', 'تخسون', 'ماعندكم', 'دوري', 'عموما', 'للعلم', 'ترى', 'المعلم', 'مبري', 'ذمته', 'انت', 'كلبوسيع', 'ذمه']",hate
فريق الجمهور فاشل يستاهل,"['فريق', 'الجمهور', 'فاشل', 'يستاهل']",hate
آحجز تذكرتك الان لفنان رابح صقر الرياض ولفنان العرب محمد عبده آحجز تذكرتك الان خلال الواتساب حفلاتالعيد محمدعبدهفيابها رابحصقرفيالرياض الهلالالنصر ارحليامسلي,"['آحجز', 'تذكرتك', 'الان', 'لفنان', 'رابح', 'صقر', 'الرياض', 'ولفنان', 'العرب', 'محمد', 'عبده', 'آحجز', 'تذكرتك', 'الان', 'خلال', 'الواتساب', 'حفلاتالعيد', 'محمدعبدهفيابها', 'رابحصقرفيالرياض', 'الهلالالنصر', 'ارحليامسلي']",not
النتيجة متوقعة لمن يعتمدون ناس طاقيه المباراة الاتحاد انتهت بنتيجة,"['النتيجة', 'متوقعة', 'لمن', 'يعتمدون', 'ناس', 'طاقيه', 'المباراة', 'الاتحاد', 'انتهت', 'بنتيجة']",hate
الجنرال وضعه اعلامي كبير يجيه الكاس الي مكانه مايطلبه تقديرا المشاهير شكلهم ماتركو احد النادي ماطلبو منهم الكاس والتصوير الكاس يمكن ماهو مطمع شبع تصوير بطولات السنين الماضيه مساله التصيد الما العكر مايلتفت,"['الجنرال', 'وضعه', 'اعلامي', 'كبير', 'يجيه', 'الكاس', 'الي', 'مكانه', 'مايطلبه', 'تقديرا', 'المشاهير', 'شكلهم', 'ماتركو', 'احد', 'النادي', 'ماطلبو', 'منهم', 'الكاس', 'والتصوير', 'الكاس', 'يمكن', 'ماهو', 'مطمع', 'شبع', 'تصوير', 'بطولات', 'السنين', 'الماضيه', 'مساله', 'التصيد', 'الما', 'العكر', 'مايلتفت']",not
قطر تسعي لعالميه شيخ خذت كاس اسيا وتستعد لاستقبال كاس العالم تقدم يشهد الم,"['قطر', 'تسعي', 'لعالميه', 'شيخ', 'خذت', 'كاس', 'اسيا', 'وتستعد', 'لاستقبال', 'كاس', 'العالم', 'تقدم', 'يشهد', 'الم']",not
تجيب مسلي ال معمر يحكم مبارياتهم شكو خلاص اسطوانه معروفه سنه اذا فازو راحو لحكام واذا فاز اي فريق يحبوه الهلال والاتحاد علي طول يروحون لحكام رغم وجود الفار وحكام دولين اجانب,"['تجيب', 'مسلي', 'ال', 'معمر', 'يحكم', 'مبارياتهم', 'شكو', 'خلاص', 'اسطوانه', 'معروفه', 'سنه', 'اذا', 'فازو', 'راحو', 'لحكام', 'واذا', 'فاز', 'اي', 'فريق', 'يحبوه', 'الهلال', 'والاتحاد', 'علي', 'طول', 'يروحون', 'لحكام', 'رغم', 'وجود', 'الفار', 'وحكام', 'دولين', 'اجانب']",not
الكلام الس طرح فالمقابله رايس نادي النصر مسلي آل معمر ان فالايام القادمه ينزل توضيح كامل تفاصيل الصفقه,"['الكلام', 'الس', 'طرح', 'فالمقابله', 'رايس', 'نادي', 'النصر', 'مسلي', 'آل', 'معمر', 'ان', 'فالايام', 'القادمه', 'ينزل', 'توضيح', 'كامل', 'تفاصيل', 'الصفقه']",not
بكره تنوم ياقميل النصرالهلال ارحليامسلي,"['بكره', 'تنوم', 'ياقميل', 'النصرالهلال', 'ارحليامسلي']",not
ايش اقل الاسعار ليكون انت المشرف علي الانتقالات مدري بعدن اي نادي يقدر يدفع ياخذ لاعبين المانيا مب مشكله البايرن اذا محد ياخذ لاعبين المان يامنكوح العقل تراك مارديت علي نقاط ان البايرن مستفيد الدوري الابطال لنك حمار ترمي كلام,"['ايش', 'اقل', 'الاسعار', 'ليكون', 'انت', 'المشرف', 'علي', 'الانتقالات', 'مدري', 'بعدن', 'اي', 'نادي', 'يقدر', 'يدفع', 'ياخذ', 'لاعبين', 'المانيا', 'مب', 'مشكله', 'البايرن', 'اذا', 'محد', 'ياخذ', 'لاعبين', 'المان', 'يامنكوح', 'العقل', 'تراك', 'مارديت', 'علي', 'نقاط', 'ان', 'البايرن', 'مستفيد', 'الدوري', 'الابطال', 'لنك', 'حمار', 'ترمي', 'كلام']",hate
انا نتفق حاجه ان مدرب حمار ومكانه السد وليس نادي بحجم برشلونه,"['انا', 'نتفق', 'حاجه', 'ان', 'مدرب', 'حمار', 'ومكانه', 'السد', 'وليس', 'نادي', 'بحجم', 'برشلونه']",hate
عقبال الدوري,"['عقبال', 'الدوري']",not
كلهم مسخرة الاتحاد,"['كلهم', 'مسخرة', 'الاتحاد']",hate
التشجيع حق البنات الا الهلاليات مالهم حق وياليت يتركون الكورة وعالمطبخ,"['التشجيع', 'حق', 'البنات', 'الا', 'الهلاليات', 'مالهم', 'حق', 'وياليت', 'يتركون', 'الكورة', 'وعالمطبخ']",hate
ردك صحيح النسويه شخص ذكر ام انثي ينادي باشياء لمراه يزعم انها حقوقها وهي,"['ردك', 'صحيح', 'النسويه', 'شخص', 'ذكر', 'ام', 'انثي', 'ينادي', 'باشياء', 'لمراه', 'يزعم', 'انها', 'حقوقها', 'وهي']",hate
واضح ان الفتح مسخرة للآخر,"['واضح', 'ان', 'الفتح', 'مسخرة', 'للآخر']",hate
عاجل استقاله الرايس مسلي آل معمر راسه نادي النصر الخساره الهلال,"['عاجل', 'استقاله', 'الرايس', 'مسلي', 'آل', 'معمر', 'راسه', 'نادي', 'النصر', 'الخساره', 'الهلال']",not
رفض عرض الريال رفض عرض مانشستر يونايتد رفض عرض تشيلسي رفض عرض برشلونه العالم يسال يريد ماركو رويس ينتظر لماذا يرفض الانتقال ينتظر مكالمه مسلي ال معمر ليغادر اسوار النادي الالماني ويحط الرحال النصر العالمي,"['رفض', 'عرض', 'الريال', 'رفض', 'عرض', 'مانشستر', 'يونايتد', 'رفض', 'عرض', 'تشيلسي', 'رفض', 'عرض', 'برشلونه', 'العالم', 'يسال', 'يريد', 'ماركو', 'رويس', 'ينتظر', 'لماذا', 'يرفض', 'الانتقال', 'ينتظر', 'مكالمه', 'مسلي', 'ال', 'معمر', 'ليغادر', 'اسوار', 'النادي', 'الالماني', 'ويحط', 'الرحال', 'النصر', 'العالمي']",not
شفيك رد علي الرجال ليش ماتجيب نتاج لناديك,"['شفيك', 'رد', 'علي', 'الرجال', 'ليش', 'ماتجيب', 'نتاج', 'لناديك']",not
خدمي يعرفون يلعبون الضغط خيبوا الآمال المباراة الشباب انتهت بنتيجة,"['خدمي', 'يعرفون', 'يلعبون', 'الضغط', 'خيبوا', 'الآمال', 'المباراة', 'الشباب', 'انتهت', 'بنتيجة']",hate
ناديه بقول انا اسقاط الولايه ايران,"['ناديه', 'بقول', 'انا', 'اسقاط', 'الولايه', 'ايران']",not
تصرفات فقراوي مريبة تليق بجمهور الرياضة المباراة الرايد انتهت بنتيجة,"['تصرفات', 'فقراوي', 'مريبة', 'تليق', 'بجمهور', 'الرياضة', 'المباراة', 'الرايد', 'انتهت', 'بنتيجة']",hate
انت اشباه الهلالي كلاب سلطه السلطه تقولك اطلع هوهو انت اشكالك تجري الكلب تسيب ال البلد فشل فساد افلاس اخلاق زي الزفت ناس مش لقيه تاكل انت طالع اقول اصل الشعراوي عم انت قلبك جامد بتقول ال انت عايزه اطلع قول دي حكومه راايس فشله كلب سلطه انت,"['انت', 'اشباه', 'الهلالي', 'كلاب', 'سلطه', 'السلطه', 'تقولك', 'اطلع', 'هوهو', 'انت', 'اشكالك', 'تجري', 'الكلب', 'تسيب', 'ال', 'البلد', 'فشل', 'فساد', 'افلاس', 'اخلاق', 'زي', 'الزفت', 'ناس', 'مش', 'لقيه', 'تاكل', 'انت', 'طالع', 'اقول', 'اصل', 'الشعراوي', 'عم', 'انت', 'قلبك', 'جامد', 'بتقول', 'ال', 'انت', 'عايزه', 'اطلع', 'قول', 'دي', 'حكومه', 'راايس', 'فشله', 'كلب', 'سلطه', 'انت']",hate
والله يامحمد ماضيعنا الا انت واعلام النصر والهلال قبحكم الله جميعا روح كلب شوف كوريا واليابان استقبلوا منتخباتهم لـعــه الله وعلى جابك,"['والله', 'يامحمد', 'ماضيعنا', 'الا', 'انت', 'واعلام', 'النصر', 'والهلال', 'قبحكم', 'الله', 'جميعا', 'روح', 'كلب', 'شوف', 'كوريا', 'واليابان', 'استقبلوا', 'منتخباتهم', 'لـعــه', 'الله', 'وعلى', 'جابك']",hate
النصر بلا كرامة عندك فايدة,"['النصر', 'بلا', 'كرامة', 'عندك', 'فايدة']",hate
هدايا تركي ال الشيخ لنادي الزمالك تحمل تكاليف جزء ستاد الزمالك وتوفير رعاه لمشروع تحمل تك,"['هدايا', 'تركي', 'ال', 'الشيخ', 'لنادي', 'الزمالك', 'تحمل', 'تكاليف', 'جزء', 'ستاد', 'الزمالك', 'وتوفير', 'رعاه', 'لمشروع', 'تحمل', 'تك']",not
تقول مسلي تقوم احترام غصب عنك وتقول رايس نادي النصر الاستاذ مسلي ال معمر راس قوم فهمت والا,"['تقول', 'مسلي', 'تقوم', 'احترام', 'غصب', 'عنك', 'وتقول', 'رايس', 'نادي', 'النصر', 'الاستاذ', 'مسلي', 'ال', 'معمر', 'راس', 'قوم', 'فهمت', 'والا']",not
مبكرهش حياتي البنات اللي بتعمل نفسها مهبوله الكوره والاهلي والزمالك وهما مبيطيقوش يقعدوا دقايق يشوفوا اي ماتش اصلا وكل دا بغرض انهم يبانو روشين قدام الولاد وانها كدا بتشاركهم اهتمامتهم وكدا خرا عليهم والله حاجه تقرف متعملوا لنفسكو شخصيه شويه ايه دا بجد,"['مبكرهش', 'حياتي', 'البنات', 'اللي', 'بتعمل', 'نفسها', 'مهبوله', 'الكوره', 'والاهلي', 'والزمالك', 'وهما', 'مبيطيقوش', 'يقعدوا', 'دقايق', 'يشوفوا', 'اي', 'ماتش', 'اصلا', 'وكل', 'دا', 'بغرض', 'انهم', 'يبانو', 'روشين', 'قدام', 'الولاد', 'وانها', 'كدا', 'بتشاركهم', 'اهتمامتهم', 'وكدا', 'خرا', 'عليهم', 'والله', 'حاجه', 'تقرف', 'متعملوا', 'لنفسكو', 'شخصيه', 'شويه', 'ايه', 'دا', 'بجد']",hate
سعود الهلال رحمه اله توفي وسجله حافل بخدمه دينه وطنه نفتخر وفي رجال امنا وانت,"['سعود', 'الهلال', 'رحمه', 'اله', 'توفي', 'وسجله', 'حافل', 'بخدمه', 'دينه', 'وطنه', 'نفتخر', 'وفي', 'رجال', 'امنا', 'وانت']",not
فين الاحتراف طاقيه دايما بدون خطة واضحة المباراة النصر انتهت بنتيجة,"['فين', 'الاحتراف', 'طاقيه', 'دايما', 'بدون', 'خطة', 'واضحة', 'المباراة', 'النصر', 'انتهت', 'بنتيجة']",hate
اطردوالمسيلجماهير ارحليامسلي الهلالالنصر النصرالهلال الدونيضربالدينعرضالحايط,"['اطردوالمسيلجماهير', 'ارحليامسلي', 'الهلالالنصر', 'النصرالهلال', 'الدونيضربالدينعرضالحايط']",not
ياعمي مفروض ليفربول الشوط الاول شاق ميلا صفر ليش الي جاب العيد,"['ياعمي', 'مفروض', 'ليفربول', 'الشوط', 'الاول', 'شاق', 'ميلا', 'صفر', 'ليش', 'الي', 'جاب', 'العيد']",hate
